county,office,district,party,candidate,votes
Adams,President,,Democratic,Amy Klobuchar,8
Alcorn,President,,Democratic,Amy Klobuchar,5
Amite,President,,Democratic,Amy Klobuchar,5
Attala,President,,Democratic,Amy Klobuchar,0
Benton,President,,Democratic,Amy Klobuchar,1
Bolivar,President,,Democratic,Amy Klobuchar,5
Calhoun,President,,Democratic,Amy Klobuchar,4
Carroll,President,,Democratic,Amy Klobuchar,1
Chickasaw,President,,Democratic,Amy Klobuchar,5
Choctaw,President,,Democratic,Amy Klobuchar,3
Claiborne,President,,Democratic,Amy Klobuchar,4
Clarke,President,,Democratic,Amy Klobuchar,3
Clay,President,,Democratic,Amy Klobuchar,3
Coahoma,President,,Democratic,Amy Klobuchar,19
Copiah,President,,Democratic,Amy Klobuchar,5
Covington,President,,Democratic,Amy Klobuchar,2
DeSoto,President,,Democratic,Amy Klobuchar,19
Forrest,President,,Democratic,Amy Klobuchar,6
Franklin,President,,Democratic,Amy Klobuchar,0
George,President,,Democratic,Amy Klobuchar,2
Greene,President,,Democratic,Amy Klobuchar,1
Grenada,President,,Democratic,Amy Klobuchar,14
Hancock,President,,Democratic,Amy Klobuchar,11
Harrison,President,,Democratic,Amy Klobuchar,15
Hinds,President,,Democratic,Amy Klobuchar,46
Holmes,President,,Democratic,Amy Klobuchar,6
Humphreys,President,,Democratic,Amy Klobuchar,6
Issaquena,President,,Democratic,Amy Klobuchar,1
Itawamba,President,,Democratic,Amy Klobuchar,0
Jackson,President,,Democratic,Amy Klobuchar,14
Jasper,President,,Democratic,Amy Klobuchar,6
Jeff Davis,President,,Democratic,Amy Klobuchar,0
Jefferson,President,,Democratic,Amy Klobuchar,0
Jones,President,,Democratic,Amy Klobuchar,4
Kemper,President,,Democratic,Amy Klobuchar,2
Lafayette,President,,Democratic,Amy Klobuchar,13
Lamar,President,,Democratic,Amy Klobuchar,11
Lauderdale,President,,Democratic,Amy Klobuchar,9
Lawrence,President,,Democratic,Amy Klobuchar,2
Leake,President,,Democratic,Amy Klobuchar,1
Lee,President,,Democratic,Amy Klobuchar,5
Leflore,President,,Democratic,Amy Klobuchar,3
Lincoln,President,,Democratic,Amy Klobuchar,1
Lowndes,President,,Democratic,Amy Klobuchar,2
Madison,President,,Democratic,Amy Klobuchar,11
Marion,President,,Democratic,Amy Klobuchar,1
Marshall,President,,Democratic,Amy Klobuchar,8
Monroe,President,,Democratic,Amy Klobuchar,5
Montgomery,President,,Democratic,Amy Klobuchar,8
Neshoba,President,,Democratic,Amy Klobuchar,2
Newton,President,,Democratic,Amy Klobuchar,3
Noxubee,President,,Democratic,Amy Klobuchar,1
Oktibbeha,President,,Democratic,Amy Klobuchar,14
Panola,President,,Democratic,Amy Klobuchar,9
Pearl River,President,,Democratic,Amy Klobuchar,2
Perry,President,,Democratic,Amy Klobuchar,2
Pike,President,,Democratic,Amy Klobuchar,5
Pontotoc,President,,Democratic,Amy Klobuchar,3
Prentiss,President,,Democratic,Amy Klobuchar,5
Quitman,President,,Democratic,Amy Klobuchar,5
Rankin,President,,Democratic,Amy Klobuchar,11
Scott,President,,Democratic,Amy Klobuchar,1
Sharkey,President,,Democratic,Amy Klobuchar,2
Simpson,President,,Democratic,Amy Klobuchar,2
Smith,President,,Democratic,Amy Klobuchar,2
Stone,President,,Democratic,Amy Klobuchar,1
Sunflower,President,,Democratic,Amy Klobuchar,10
Tallahatchie,President,,Democratic,Amy Klobuchar,7
Tate,President,,Democratic,Amy Klobuchar,11
Tippah,President,,Democratic,Amy Klobuchar,0
Tishomingo,President,,Democratic,Amy Klobuchar,3
Tunica,President,,Democratic,Amy Klobuchar,1
Union,President,,Democratic,Amy Klobuchar,1
Walthall,President,,Democratic,Amy Klobuchar,2
Warren,President,,Democratic,Amy Klobuchar,3
Washington,President,,Democratic,Amy Klobuchar,6
Wayne,President,,Democratic,Amy Klobuchar,4
Webster,President,,Democratic,Amy Klobuchar,3
Wilkinson,President,,Democratic,Amy Klobuchar,3
Winston,President,,Democratic,Amy Klobuchar,4
Yalobusha,President,,Democratic,Amy Klobuchar,5
Yazoo,President,,Democratic,Amy Klobuchar,1
Adams,President,,Democratic,Andrew Yang,8
Alcorn,President,,Democratic,Andrew Yang,1
Amite,President,,Democratic,Andrew Yang,5
Attala,President,,Democratic,Andrew Yang,5
Benton,President,,Democratic,Andrew Yang,3
Bolivar,President,,Democratic,Andrew Yang,9
Calhoun,President,,Democratic,Andrew Yang,2
Carroll,President,,Democratic,Andrew Yang,4
Chickasaw,President,,Democratic,Andrew Yang,0
Choctaw,President,,Democratic,Andrew Yang,3
Claiborne,President,,Democratic,Andrew Yang,4
Clarke,President,,Democratic,Andrew Yang,5
Clay,President,,Democratic,Andrew Yang,1
Coahoma,President,,Democratic,Andrew Yang,28
Copiah,President,,Democratic,Andrew Yang,10
Covington,President,,Democratic,Andrew Yang,2
DeSoto,President,,Democratic,Andrew Yang,10
Forrest,President,,Democratic,Andrew Yang,11
Franklin,President,,Democratic,Andrew Yang,1
George,President,,Democratic,Andrew Yang,2
Greene,President,,Democratic,Andrew Yang,1
Grenada,President,,Democratic,Andrew Yang,6
Hancock,President,,Democratic,Andrew Yang,4
Harrison,President,,Democratic,Andrew Yang,17
Hinds,President,,Democratic,Andrew Yang,54
Holmes,President,,Democratic,Andrew Yang,7
Humphreys,President,,Democratic,Andrew Yang,5
Issaquena,President,,Democratic,Andrew Yang,1
Itawamba,President,,Democratic,Andrew Yang,2
Jackson,President,,Democratic,Andrew Yang,12
Jasper,President,,Democratic,Andrew Yang,2
Jeff Davis,President,,Democratic,Andrew Yang,4
Jefferson,President,,Democratic,Andrew Yang,2
Jones,President,,Democratic,Andrew Yang,6
Kemper,President,,Democratic,Andrew Yang,3
Lafayette,President,,Democratic,Andrew Yang,7
