county,precinct,office,district,candidate,party,votes
Adams,"Dist. 5, Airport Precinct",Governor,,Phil Bryant,R,161
Adams,"Dist. 5, Airport Precinct",Governor,,Johnny L. DuPree,D,312
Adams,"Dist. 1, By-Pass Fire Precinct",Governor,,Phil Bryant,R,186
Adams,"Dist. 1, By-Pass Fire Precinct",Governor,,Johnny L. DuPree,D,381
Adams,"Dist. 1, Bellemont Precinct",Governor,,Phil Bryant,R,980
Adams,"Dist. 1, Bellemont Precinct",Governor,,Johnny L. DuPree,D,317
Adams,"Dist. 2, Beau Pre Precinct",Governor,,Phil Bryant,R,355
Adams,"Dist. 2, Beau Pre Precinct",Governor,,Johnny L. DuPree,D,189
Adams,"Dist. 3, Concord Precinct",Governor,,Phil Bryant,R,22
Adams,"Dist. 3, Concord Precinct",Governor,,Johnny L. DuPree,D,332
Adams,"Dist. 1, Courthouse Precinct",Governor,,Phil Bryant,R,406
Adams,"Dist. 1, Courthouse Precinct",Governor,,Johnny L. DuPree,D,128
Adams,"Dist. 4, Carpenter Precinct",Governor,,Phil Bryant,R,102
Adams,"Dist. 4, Carpenter Precinct",Governor,,Johnny L. DuPree,D,213
Adams,"Dist. 2, Duncan Park Precinct",Governor,,Phil Bryant,R,482
Adams,"Dist. 2, Duncan Park Precinct",Governor,,Johnny L. DuPree,D,207
Adams,"Dist. 5, Foster Mound Precinct",Governor,,Phil Bryant,R,40
Adams,"Dist. 5, Foster Mound Precinct",Governor,,Johnny L. DuPree,D,600
Adams,"Dist. 2, Kingston Precinct",Governor,,Phil Bryant,R,433
Adams,"Dist. 2, Kingston Precinct",Governor,,Johnny L. DuPree,D,92
Adams,"Dist. 2, Liberty Park Precinct",Governor,,Phil Bryant,R,507
Adams,"Dist. 2, Liberty Park Precinct",Governor,,Johnny L. DuPree,D,83
Adams,"Dist. 4, Morgantown Precinct",Governor,,Phil Bryant,R,114
Adams,"Dist. 4, Morgantown Precinct",Governor,,Johnny L. DuPree,D,204
Adams,"Dist. 3, Maryland Hgts. Precinct",Governor,,Phil Bryant,R,20
Adams,"Dist. 3, Maryland Hgts. Precinct",Governor,,Johnny L. DuPree,D,330
Adams,"Dist. 3, Nps Multi Purpose Bldg.",Governor,,Phil Bryant,R,131
Adams,"Dist. 3, Nps Multi Purpose Bldg.",Governor,,Johnny L. DuPree,D,173
Adams,"Dist. 4, Northside Precinct",Governor,,Phil Bryant,R,7
Adams,"Dist. 4, Northside Precinct",Governor,,Johnny L. DuPree,D,479
Adams,"Dist. 5, Oakland Precinct",Governor,,Phil Bryant,R,483
Adams,"Dist. 5, Oakland Precinct",Governor,,Johnny L. DuPree,D,290
Adams,"Dist. 3, Palestine Precinct",Governor,,Phil Bryant,R,234
Adams,"Dist. 3, Palestine Precinct",Governor,,Johnny L. DuPree,D,336
Adams,"Dist. 4, Pine Ridge Precinct",Governor,,Phil Bryant,R,77
Adams,"Dist. 4, Pine Ridge Precinct",Governor,,Johnny L. DuPree,D,266
Adams,"Dist. 4, Thompson Precinct",Governor,,Phil Bryant,R,28
Adams,"Dist. 4, Thompson Precinct",Governor,,Johnny L. DuPree,D,338
Adams,"Dist. 5, Washington Precinct",Governor,,Phil Bryant,R,288
Adams,"Dist. 5, Washington Precinct",Governor,,Johnny L. DuPree,D,133
Adams,TOTAL,Governor,,Phil Bryant,R,5056
Adams,TOTAL,Governor,,Johnny L. DuPree,D,5403
Adams,"Dist. 5, Airport Precinct",Lieutenant Governor,,Tate Reeves,R,213
Adams,"Dist. 5, Airport Precinct",Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,132
Adams,"Dist. 1, By-Pass Fire Precinct",Lieutenant Governor,,Tate Reeves,R,238
Adams,"Dist. 1, By-Pass Fire Precinct",Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,160
Adams,"Dist. 1, Bellemont Precinct",Lieutenant Governor,,Tate Reeves,R,1046
Adams,"Dist. 1, Bellemont Precinct",Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,137
Adams,"Dist. 2, Beau Pre Precinct",Lieutenant Governor,,Tate Reeves,R,391
Adams,"Dist. 2, Beau Pre Precinct",Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,95
Adams,"Dist. 3, Concord Precinct",Lieutenant Governor,,Tate Reeves,R,82
Adams,"Dist. 3, Concord Precinct",Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,137
Adams,"Dist. 1, Courthouse Precinct",Lieutenant Governor,,Tate Reeves,R,448
Adams,"Dist. 1, Courthouse Precinct",Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,57
Adams,"Dist. 4, Carpenter Precinct",Lieutenant Governor,,Tate Reeves,R,139
Adams,"Dist. 4, Carpenter Precinct",Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,104
Adams,"Dist. 2, Duncan Park Precinct",Lieutenant Governor,,Tate Reeves,R,523
Adams,"Dist. 2, Duncan Park Precinct",Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,97
Adams,"Dist. 5, Foster Mound Precinct",Lieutenant Governor,,Tate Reeves,R,152
Adams,"Dist. 5, Foster Mound Precinct",Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,253
