candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Tallahatchie,Blue Cane,1
Tate Reeves,Governor,,R,Tallahatchie,Blue Cane,3
Bill Waller Jr.,Governor,,R,Tallahatchie,Blue Cane,0
Delbert Hosemann,Lieutenant Governor,,R,Tallahatchie,Blue Cane,4
Shane Quick,Lieutenant Governor,,R,Tallahatchie,Blue Cane,0
Sam Britton,Secretary of State,,R,Tallahatchie,Blue Cane,1
Michael Watson,Secretary of State,,R,Tallahatchie,Blue Cane,3
Mark Baker,Attorney General,,R,Tallahatchie,Blue Cane,3
Lynn Fitch,Attorney General,,R,Tallahatchie,Blue Cane,1
Andy Taggart,Attorney General,,R,Tallahatchie,Blue Cane,0
Shad White,State Auditor,,R,Tallahatchie,Blue Cane,3
Eugene S. 'Buck' Clarke,State Treasurer,,R,Tallahatchie,Blue Cane,1
David McRae,State Treasurer,,R,Tallahatchie,Blue Cane,3
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tallahatchie,Blue Cane,4
Mike Chaney,Commissioner of Insurance,,R,Tallahatchie,Blue Cane,4
Lydia Graves Chassaniol,State Senate,14,R,Tallahatchie,Blue Cane,4
Michael Brown,Governor,,D,Tallahatchie,Blue Cane,46
William Bond Compton Jr.,Governor,,D,Tallahatchie,Blue Cane,5
Jim Hood,Governor,,D,Tallahatchie,Blue Cane,125
Robert J. Ray,Governor,,D,Tallahatchie,Blue Cane,7
Robert Shuler Smith,Governor,,D,Tallahatchie,Blue Cane,13
Gregory Wash,Governor,,D,Tallahatchie,Blue Cane,3
Velesha P Williams,Governor,,D,Tallahatchie,Blue Cane,22
Albert Wilson,Governor,,D,Tallahatchie,Blue Cane,6
Jay Hughes,Lieutenant Governor,,D,Tallahatchie,Blue Cane,169
Johnny DuPree,Secretary of State,,D,Tallahatchie,Blue Cane,115
Maryra Hodges Hunt,Secretary of State,,D,Tallahatchie,Blue Cane,85
Jennifer Riley Collins,Attorney General,,D,Tallahatchie,Blue Cane,163
Addie Lee Green,State Treasurer,,D,Tallahatchie,Blue Cane,165
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tallahatchie,Blue Cane,172
Robert E. Amos,Commissioner of Insurance,,D,Tallahatchie,Blue Cane,179
David Jordan,State Senate,24,D,Tallahatchie,Blue Cane,70
Thomas U 'Tommy' Reynolds,State House,33,D,Tallahatchie,Blue Cane,213
Robert Foster,Governor,,R,Tallahatchie,Brazil,0
Tate Reeves,Governor,,R,Tallahatchie,Brazil,0
Bill Waller Jr.,Governor,,R,Tallahatchie,Brazil,0
Delbert Hosemann,Lieutenant Governor,,R,Tallahatchie,Brazil,0
Shane Quick,Lieutenant Governor,,R,Tallahatchie,Brazil,0
Sam Britton,Secretary of State,,R,Tallahatchie,Brazil,0
Michael Watson,Secretary of State,,R,Tallahatchie,Brazil,0
Mark Baker,Attorney General,,R,Tallahatchie,Brazil,0
Lynn Fitch,Attorney General,,R,Tallahatchie,Brazil,0
Andy Taggart,Attorney General,,R,Tallahatchie,Brazil,0
Shad White,State Auditor,,R,Tallahatchie,Brazil,0
Eugene S. 'Buck' Clarke,State Treasurer,,R,Tallahatchie,Brazil,0
David McRae,State Treasurer,,R,Tallahatchie,Brazil,0
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tallahatchie,Brazil,0
Mike Chaney,Commissioner of Insurance,,R,Tallahatchie,Brazil,0
B C Hammond,State Senate,13,R,Tallahatchie,Brazil,0
Michael Brown,Governor,,D,Tallahatchie,Brazil,4
William Bond Compton Jr.,Governor,,D,Tallahatchie,Brazil,2
Jim Hood,Governor,,D,Tallahatchie,Brazil,17
Robert J. Ray,Governor,,D,Tallahatchie,Brazil,4
Robert Shuler Smith,Governor,,D,Tallahatchie,Brazil,1
Gregory Wash,Governor,,D,Tallahatchie,Brazil,0
Velesha P Williams,Governor,,D,Tallahatchie,Brazil,2
Albert Wilson,Governor,,D,Tallahatchie,Brazil,1
Jay Hughes,Lieutenant Governor,,D,Tallahatchie,Brazil,25
Johnny DuPree,Secretary of State,,D,Tallahatchie,Brazil,18
Maryra Hodges Hunt,Secretary of State,,D,Tallahatchie,Brazil,10
Jennifer Riley Collins,Attorney General,,D,Tallahatchie,Brazil,25
Addie Lee Green,State Treasurer,,D,Tallahatchie,Brazil,23
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tallahatchie,Brazil,24
